date,platform,business_name,page_url,category,followers,email,phone,website,has_website,address,last_post_date,qualification_score,status,notes,follow_up_date,open_state,hours_text,deleted_at,saved_by_user_id,saved_by_user_name
2026-06-22,facebook,The Luxury Box Bangladesh,https://www.facebook.com/theluxuryboxbangladesh,general,19K followers,theluxurybox.bd@gmail.com,"""""""+8801616663267""","""+8801709418585""""""",,false,"""""""𝗦𝗵𝗼𝗽 No : 216/1""",Beside of Top Ten Bata Signal,Elephant Rd,Dhaka 1205,Dhaka,Bangladesh,1205 Chittagong Division · Sylhet Division · Khulna Division · Rajshahi Division · Dhaka,,,
2026-06-22,facebook,Ashley Furniture Homestore Bangladesh,https://www.facebook.com/AshleyFurnitureHomestoreBangladesh,retail,21K followers,ashleyfurniturehomestoredhaka@gmail.com,+8801313012571,,false,"""""""House -108 (First Floor)""",Gulshan Ave,Dhaka,Bangladesh,"""1212""""""","""""""Jun 21""","""2026 10:24 AM""""""",10,,,
2026-06-22,facebook,Bismillah Furniture,https://www.facebook.com/bismillahfurniture101,general,12K followers,,+8801612598535,,false,"""""""Mirpur""",1 Mazar Road,1st Colony,Lalkuthi Boro Masjid,23E/B - Block - E,1216,,Dhaka,,,
2026-06-22,facebook,Averi,https://www.facebook.com/averi.com.bd,retail,229K followers,averi.online@gmail.com,"""""""+8801847555569""","""+8801602067970""""""",https://averibd.com/,true,"""""""Bashundhara City; Level-5""",Block-C,Shop No# 17,18 Jamuna Future Park; Level-3,Block-A,Shop No# 27-A1,Dhaka,,,
2026-06-22,facebook,Malaysian Bazar Bd,https://www.facebook.com/malaysianbazarbd,general,44K followers,dpmazhar@gmail.com,+60 10-271 0269,https://ultimateservice.com.bd/,true,"""""""H 07 R 11 B B Bawnia Bazar uttara Turag Dhaka 1230""",Dhaka,Bangladesh,1230 Dhaka Division · Dhaka,Dhaka Division,"""Bangladesh""""""",18h,8,,,
2026-06-22,facebook,SourcePoint,https://www.facebook.com/sourcepoint.com.bd,general,31K followers,info@sourcepoint.com,+8801600018886,http://sourcepointbd.com/,true,"""""""33 No Joynal Tower""",Imamgonj Main Road.,Dhaka,Bangladesh,1211 Dhaka,Dhaka Division,"""Bangladesh""""""","""""""Jun 22""",,,
2026-06-22,facebook,ReachMe,https://www.facebook.com/reachmeshopping,general,35K followers,,+8801407738324,https://www.tiktok.com/@smart.shopping5,true,"""""""Lives in Dhaka""","""Bangladesh""""""","""""""Jun 21""","""2026 9:28 PM""""""",8,new,"""""""🎯 Trojan: ExecMate — Business Automation. Auto-extracted via extension. Phone: +8801407738324. Email: none. Manual input — Email: none""","""Phone: +8801407738324.""""""",,,
2026-06-22,facebook,Authentic Skincare BD,https://www.facebook.com/AuthenticSkincareBD,beauty,12K followers,authenticskincarebd@gmail.com,+8801911677010,http://www.authenticskincarebd.com/,true,"""""""West Jurain""",Shampur,Dhaka,Bangladesh,"""1204""""""",37m,9,new,,,
2026-06-22,facebook,Bella BD,https://www.facebook.com/BellaBDCosmetics,general,10K followers,info.bellabd@gmail.com,+8801312558775,http://www.bellabd.com/,true,"""""""Dhaka""",Bangladesh,"""1205""""""","""""""Jun 20""","""2026 2:57 PM""""""",9,new,"""""""🎯 Trojan: ExecMate — Business Automation. Auto-extracted via extension. Phone: +8801312558775. Email: info.bellabd@gmail.com. Manual input — Email: info.bellabd@gmail.com""",,,
2026-06-22,facebook,Korean CosWorld Bangladesh,https://www.facebook.com/profile.php?id=100054222351650,general,197K followers,,+8801631278295,,false,"""""""Savar""",Dhaka,Bangladesh,1340 Dhaka,Dhaka Division,"""Bangladesh""""""","""""""Jun 22""","""2026 6:34 PM""""""",,,
2026-06-22,facebook,Pretty Girls,https://www.facebook.com/prettygirls.com.bd,general,72K followers,prettygirls2962@gmail.com,+880 1977-702479,http://www.prettygirls.com.bd/,true,"""""""Dhaka""",Bangladesh,"""1215""""""","""""""Jun 22""","""2026 5:05 PM""""""",8,new,"""""""🎯 Trojan: ExecMate — Business Automation. Auto-extracted via extension. Phone: none. Email: prettygirls2962@gmail.com. Manual input — Email: prettygirls2962@gmail.com""",,,
2026-06-22,facebook,Mariyam Enterprise Wholesale Cosmetics,https://www.facebook.com/mariyamwholesale,beauty,5.1K followers,mariyamenterprise69@gmail.com,+880 1749-700747,,false,"""""""Shop no-32""",Basement -1,Holding No: 69/70. Mouluvi Bazar Tower,Dhaka,Bangladesh,"""1211""""""",5w,9,,,
2026-06-22,facebook,Beauty Box BD - Your Dream Shop,https://www.facebook.com/beautyboxbd3,beauty,8.2K followers,beautyboxbd3@gmail.com,+880 1967-243414,http://www.beautyboxbd3.com/,true,"""""""Shop""",,,,,,,,,,
Personal details,,,,,,,,,,,,,,,,,,,,
Lives in Dhaka,Bangladesh,,,,,,,,,,,,,,,,,,,
"""From Dhaka""""""","""""""Jun 22""","""2026 5:05 PM""""""",9,new,"""""""🎯 Trojan: ExecMate — Appointment Management. Auto-extracted via extension. Phone: none. Email: beautyboxbd3@gmail.com. Manual input — Email: beautyboxbd3@gmail.com""","""Phone: +880 1967-243414.""""""",2026-06-25,,,,,,,,,,,,,
2026-06-22,facebook,BD Order Your Choice,https://www.facebook.com/BOYCgroup,general,70K likes,,0 9696-683305,https://tiktok.com/@bdorderyourchoice,true,"""""""Dhaka""",Bangladesh,"""1215""""""",1w,6,new,"""""""🎯 Trojan: ExecMate — Business Automation. Auto-extracted via extension. Phone: none. Email: none. Manual input — Email: none""","""Phone: 0 9696-683305.""""""",,,
2026-06-22,facebook,Cosmetiva,https://www.facebook.com/cosmetiva.bd.20,general,499K followers,cosmetiva.bd@gmail.com,,,false,"""""""Shopping & retail""",,,,,,,,,,
More,,,,,,,,,,,,,,,,,,,,
All,,,,,,,,,,,,,,,,,,,,
About,,,,,,,,,,,,,,,,,,,,
Reels,,,,,,,,,,,,,,,,,,,,
Photos,,,,,,,,,,,,,,,,,,,,
Followers,,,,,,,,,,,,,,,,,,,,
More,,,,,,,,,,,,,,,,,,,,
Details,,,,,,,,,,,,,,,,,,,,
Open now,,,,,,,,,,,,,,,,,,,,
Dhaka,Bangladesh,,,,,,,,,,,,,,,,,,,
Dhaka,"""Dhaka""""""",1h,8,new,"""""""🎯 Trojan: ExecMate — Business Automation. Auto-extracted via extension. Phone: none. Email: cosmetiva.bd@gmail.com. Manual input — Email: cosmetiva.bd@gmail.com""","""Phone: none.""""""",2026-06-25,,,,,,,,,,,,,
2026-06-22,facebook,"""""""Elegant""","""s Attire BD by Jannat""""""",https://www.facebook.com/Elegantsattire,retail,30K followers,elegantsattire@gmail.com,+8801782719699,http://elegantsattirebd.com/,true,"""""""address(e.g: house no""",road no,block no,flat no,floor no etc),,,,,
,,,,,,,,,,,,,,,,,,,,
"""3.we have cash on delivery 50% inside dhaka""""""","""""""Jun 22""","""2026 4:59 PM""""""",10,new,"""""""🎯 Trojan: ExecERP — Inventory Module. Auto-extracted via extension. Phone: +8801782719699. Email: elegantsattire@gmail.com. Manual input — Email: elegantsattire@gmail.com""","""Phone: +8801782719699.""""""",2026-06-25,,,,,,,,,,,,,
2026-06-22,facebook,A One Fashion BD,https://www.facebook.com/aonefashionbd0,retail,16K followers,aonedigitalgarments@gmail.com,+8801339750967,https://aonefashionbd.com/,true,"""""""kamrangirchor section rony market""",Dhaka,Bangladesh,1211 Dhaka,Dhaka Division,"""Bangladesh""""""",4d,9,,,
2026-06-22,facebook,𝐁𝐞𝐥𝐥 𝐅𝐚𝐬𝐡𝐢𝐨𝐧,https://www.facebook.com/bellfashionbd,retail,10K followers,,+8801908844404,,false,"""""""Dhaka""",Bangladesh,1207 Chittagong Division · Khulna,Khulna Division,Bangladesh · Rajshahi,Rajshahi Division,Bangladesh · Dhaka,Dhaka Division,,,
2026-06-23,facebook,Dhaka Homeware - ঢাকা হোমওয়্যার,https://www.facebook.com/dhakahomeware,education,204K followers,dhakahomeware@gmail.com,+8801908477563,http://www.dhakahomeware.com/,true,"""""""Dhaka New market Condrima Market""",3rd Floor,Shop No 99,,,,,,,,
Kitchen/cooking,,,,,,,,,,,,,,,,,,,,
$$,,,,,,,,,,,,,,,,,,,,
01908-477563,,,,,,,,,,,,,,,,,,,,
Dhaka Homeware - ঢাকা হোমওয়্যার,,,,,,,,,,,,,,,,,,,,
Personal details,,,,,,,,,,,,,,,,,,,,
shop,,,,,,,,,,,,,,,,,,,,
Bengali language and English language,,,,,,,,,,,,,,,,,,,,
Details,,,,,,,,,,,,,,,,,,,,
$$,,,,,,,,,,,,,,,,,,,,
Always open,,,,,,,,,,,,,,,,,,,,
Chandrima Super Market,(Next to Dhaka College),"""3rd Floor""""""","""""""Jun 23""","""2026 1:32 PM""""""",10,new,"""""""🎯 Trojan: Smart Campus — Admissions Module. Auto-extracted via extension. Phone: +8801908477563""",+01908477563,+18517463. Email: dhakahomeware@gmail.com. Manual input — Email: dhakahomeware@gmail.com,"""Phone: +8801908477563.""""""",2026-06-26,,,,,,,,,
2026-06-23,facebook,Luxury Cosmetics Bd,https://www.facebook.com/LuxuryCosmeticsBd25,beauty,25K followers,shekhlaibaakter23@gmail.com,+8801849376261,,false,"""""""Dhaka""",Bangladesh,1321 Dhaka,Dhaka Division,"""Bangladesh""""""",53m,10,new,,,
2026-06-23,facebook,Makeup Drip Bd,https://www.facebook.com/makeupdripbd,beauty,12K followers,makeupdripbd@gmail.com,+8801844687080,https://tiktok.com/@makeup.drip.bd,true,"""""""Delivery charge inside dhaka 80-100 Taka Outside dhaka 150-200 TAKA Inside Dhaka: cash on delivery Outside Dhaka: you have to pay the full amount through bkash. And then we will send your product""","""for outside dhaka we will not take the responsibility if delivery company breaks any products or any other damages. Specially we will not recommend you to take palettes outside dhaka. ❌no refund for outside dhaka delivery ❌""""""",3d,9,new,"""""""🎯 Trojan: ExecMate — Appointment Management. Auto-extracted via extension. Phone: +8801844687080. Email: makeupdripbd@gmail.com. Manual input — Email: makeupdripbd@gmail.com""","""Phone: +8801844687080.""""""",2026-06-26,,,
2026-06-23,facebook,আড়ঙ্গ,https://www.facebook.com/bdaarongo,retail,420K followers,,+8801854376807,https://www.youtube,true,"""""""Sonirakhra""",Dhaka,Bangladesh,"""1236""""""",2m,8,new,"""""""🎯 Trojan: ExecERP — Inventory Module. Auto-extracted via extension. Phone: +8801854376807. Email: none. Manual input — Email: none""",,,
2026-06-23,facebook,Photos from Wow Skin Bangladesh's post,https://www.facebook.com/WowSkinScienceBangladesh,general,38K likes,,"""""""+8801301524848""","""+3520025804""""""",,false,,"""""""Jun 22""","""2026 2:25 AM""""""",8,new,"""""""🎯 Trojan: ExecMate — Business Automation. Auto-extracted via extension. Phone: +8801301524848""",+3520025804. Email: none. Manual input — Email: none,,,
2026-06-23,facebook,Mehak Perfumes,https://www.facebook.com/mehakperfume,retail,5.4K followers,mehak.perfume.info@gmail.com,+8801619957403,,false,"""""""shop.mehak""",,,,,,,,,,
01619-957403,,,,,,,,,,,,,,,,,,,,
More,,,,,,,,,,,,,,,,,,,,
All,,,,,,,,,,,,,,,,,,,,
About,,,,,,,,,,,,,,,,,,,,
Reels,,,,,,,,,,,,,,,,,,,,
Photos,,,,,,,,,,,,,,,,,,,,
Followers,,,,,,,,,,,,,,,,,,,,
More,,,,,,,,,,,,,,,,,,,,
Details,,,,,,,,,,,,,,,,,,,,
100% recommend (18 Reviews),,,,,,,,,,,,,,,,,,,,
Always open,,,,,,,,,,,,,,,,,,,,
"""Dhaka""""""","""""""Jun 23""","""2026 3:20 PM""""""",10,new,🎯 Trojan: ExecERP — Inventory Module. Auto-extracted via extension. Phone: +8801619957403. Email: mehak.perfume.info@gmail.com.,2026-06-26,,,,,,,,,,,,,,
2026-06-23,facebook,Puspita bags,https://www.facebook.com/puspitabagsbd,retail,593K followers,puspitabags@gmail.com,"""""""+8801701311030""",+2207675807,"""+2076758171""""""",http://puspitabags.com/,true,"""""""Eastern Mollika Shopping Complex. Shop No : G-7/G-8/G-35""",Elephant Road Dhaka 1205,Dhaka,Bangladesh,"""1205""""""",3h,,,
2026-06-23,facebook,"""""""Glowist""",,,,,,,,,,,,,,,,,,
"""(গ্লোইস্ট)""""""",https://www.facebook.com/glowist.bd1,beauty,66K followers,,+8801872902411,https://www.glowistbd.com/,true,"""""""100% Authentic Cosmetics.""",Beauty,cosmetic & personal care,Dhaka,glowist.bd,"""96% recommend (46 Reviews)""""""","""""""Jun 23""","""2026 11:59 AM""""""",9,new,,,
2026-06-23,facebook,Tree's Corridors & Home Decor,https://www.facebook.com/TreesCorridors92,retail,71K followers,hasanhasibul092@gmail.com,"""""""+8801682445983""","""+0236966616""""""",,false,Road 3. Hazaribagh Dhaka,1h,10,new,Auto-extracted via extension.,2026-06-26,,,,
2026-06-23,facebook,Pristine Beauty BD,https://www.facebook.com/pristinebeautybd,general,154K followers,pristinebeautybd@gmail.com,+8801813099612,http://pristinebeautybd.com/,true,Dhaka,3h,9,new,Auto-extracted via extension.,2026-06-26,,,,,
2026-06-23,facebook,SHADDHO Skincare,https://www.facebook.com/shaddhoskincare,beauty,40K followers,shaddhoskincare@gmail.com,"""""""+8801554045641""","""+5687734117""""""",https://www.shaddho.com.bd/,true,Dhaka,2h,9,new,Auto-extracted via extension.,2026-06-26,,,,
2026-06-23,facebook,Nazma Fashion.BD,https://www.facebook.com/profile.php?id=61568543077262,general,10K followers,nazmafashio625@gmail.com,,,false,Dhaka,"""""""Jun 16""","""2026 12:08 PM""""""",10,new,Auto-extracted via extension.,2026-06-26,,,,
2026-06-23,facebook,Blackbird Boutiques,https://www.facebook.com/BlackbirdBoutiquesbd,retail,594K likes,njmaria30@gmail.com,+8801880393401,,false,Dhaka,"""""""Jun 23""","""2026 6:36 PM""""""",10,new,Auto-extracted via extension.,2026-06-26,,,,
2026-06-23,facebook,Cover Boutique,https://www.facebook.com/coverboutiquebd,retail,519K followers,coverboutiquebd@gmail.com,+8801780604352,https://coverboutiquebd.com/,true,,"""""""Jun 23""","""2026 6:22 PM""""""",9,new,Auto-extracted via extension.,2026-06-26,,,,
2026-06-23,facebook,Classy boutique,https://www.facebook.com/profile.php?id=61561597949890,retail,122K followers,mr4579300@gmail.com,+343638404244,,false,"""""""road:- 02""",house :-109,"""Dhaka""""""","""""""Jun 23""","""2026 10:35 AM""""""",10,new,Auto-extracted via extension.,,,
2026-06-23,facebook,Style by Fardina,https://www.facebook.com/StylebyFardina,retail,575K likes,dollupnstyle@gmail.com,+8801616634111,https://www.stylebyfardina.com/,true,"""""""road-Hatirpool""",Dhaka,Bangladesh,1205,,,,,,,
Dhaka,"""Dhaka""""""",4h,9,new,Auto-extracted via extension.,2026-06-26,,,,,,,,,,,,,,
2026-06-23,facebook,Traditional Jewellery,https://www.facebook.com/TraditionalJewelleryBD,retail,376K followers,traditionaljewellery2464@gmail.com,"""""""+8801811788599""","""+0717126725""""""",,false,"""""""Building 2""",shop 16,ground floor,,,,,,,
"""Dhaka""""""",10h,10,new,Auto-extracted via extension.,2026-06-26,,,,,,,,,,,,,,,
2026-06-23,facebook,Apan Jewellers,https://www.facebook.com/apanjewellersbd,general,343K followers,,+8801729091159,http://www.apanjewellers.com.bd/,true,Dhaka,1h,8,new,Auto-extracted via extension.,2026-06-26,,,,,
2026-06-23,facebook,Rainbow mart,https://www.facebook.com/rainbowmart.bd1,general,688K followers,rainbowmartbd1@gmail.com,"""""""+8801941643452""","""+8801971643452""""""",https://tiktok.com/@rainbowmart.bd,true,,"""""""Jun 23""","""2026 6:00 PM""""""",9,new,Auto-extracted via extension.,2026-06-26,,,
2026-06-23,facebook,Toy House BD: খেলনার রাজ্য,https://www.facebook.com/toyhousebdofficial,retail,11K followers,khelnarrajjo@gmail.com,+8801521204752,,false,Dhaka,"""""""Jun 23""","""2026 3:23 PM""""""",10,new,Auto-extracted via extension.,2026-06-26,,,,
2026-06-23,facebook,"""""""Maherah's Baby Closet""",,,,,,,,,,,,,,,,,,
"""(Maherah's Closet)""""""",https://www.facebook.com/MaherahsBabyCloset,general,26K followers,riyahossain@outlook.com,+8801580391088,,false,Dhaka,"""""""Jun 21""","""2026 9:52 PM""""""",10,new,Auto-extracted via extension.,2026-06-26,,,,,,
2026-06-23,facebook,BD FOODS LIMITED,https://www.facebook.com/bdfoodslimited,general,279K followers,info@bdfoods.net,+0248811092,http://www.bdfoods.com.bd/,true,Dhaka,8h,9,new,Auto-extracted via extension.,2026-06-26,,,,,
2026-06-23,facebook,FOOD HOUSE,https://www.facebook.com/foodhousesyl,restaurant,17K followers,,+8801312446324,,false,"""""""HOUSE""",,,,,,,,,,
Personal details,,,,,,,,,,,,,,,,,,,,
Lives in Sylhet,,,,,,,,,,,,,,,,,,,,
From Sylhet,,,,,,,,,,,,,,,,,,,,
Details,,,,,,,,,,,,,,,,,,,,
$,,,,,,,,,,,,,,,,,,,,
Open now,,,,,,,,,,,,,,,,,,,,
Rajar goli,East dorgha gate,,"""Sylhet""""""","""""""Jun 19""","""2026 5:15 PM""""""",10,new,Auto-extracted via extension.,2026-06-26,,,,,,,,,,,
2026-06-23,facebook,SM Clothing,https://www.facebook.com/smclothingbangladesh,retail,14K followers,,,,false,,3d,7,new,Auto-extracted via extension.,,,,,,
2026-06-23,facebook,Dia Anjoli,https://www.facebook.com/diaanjoli,retail,103K followers,+91 74338 74605,,,false,Dhaka,3h,9,new,Auto-extracted via extension. Manual input — Email: +91 74338 74605.,2026-06-26,,,,,
2026-06-23,facebook,Fruit BD,https://www.facebook.com/fruitbd1,retail,15K followers,fruitbd.info@gmail.com,+8801620382018,http://www.fruitbd.com.bd/,true,Dhaka,4d,9,new,Auto-extracted via extension.,2026-06-26,,,,,
2026-06-23,facebook,Eco Shop,https://www.facebook.com/EcoShop.com.bd,retail,3.2K followers,ecoshop.online.bd@gmail.com,+8801727062202,,false,Dhaka,"""""""Jun 22""","""2026 8:00 PM""""""",10,new,Auto-extracted via extension.,2026-06-26,,,,
2026-06-23,facebook,বৃক্ষওয়ালা-BrikkhoWala,https://www.facebook.com/RafsGarden0077,retail,64K likes,brikkhowala0077@gmail.com,"""""""+8801754447785""","""+8801575421722""""""",,false,Chittagong,20h,10,new,Auto-extracted via extension.,2026-06-26,,,,
2026-06-23,facebook,Green Peace,https://www.facebook.com/pallobtania,services,21K followers,greenpeace_143@yahoo.com,+8801755701001,,false,"""""""Road""",Dhanmondi,Dhaka,Dhaka,Bangladesh,1205,,,,,
"""Chittagong Division · West Bengal · Rangpur Division · Sylhet Division · Dhaka""""""",1d,10,new,Auto-extracted via extension.,2026-06-26,,,,,,,,,,,,,,,
2026-06-23,facebook,Beauty Box,https://www.facebook.com/Beautyboxbynusratjaba,beauty,91K followers,beautybox817@gmail.com,+8801860751125,https://tiktok.com/@beauty_box___,true,Dhaka,1d,9,new,Auto-extracted via extension.,2026-06-26,,,,,
2026-06-23,facebook,"""""""Fashion for you """"""""""""""""""""""""""""""",https://www.facebook.com/fariha.hhhhhhh,retail,1M followers,ultapta@gmail.com,"""""""+8801626002266""","""+201626002266""""""",http://fashionforyou.com.bd/,true,"""""""Floor)""",,,,,,,,,
📍 Jamuna Future Park – Shop GA-031 (G Floor),,,,,,,,,,,,,,,,,,,,
Clothing (Brand),,,,,,,,,,,,,,,,,,,,
"""Dhaka""""""",1M,9,new,Auto-extracted via extension.,2026-06-26,,,,,,,,,,,,,,,
2026-06-23,facebook,Honey & Daisy BD,https://www.facebook.com/honeydaisybd,retail,58K followers,honeydaisybd@gmail.com,+8801763861603,,false,Dhaka,22m,10,new,Auto-extracted via extension.,2026-06-26,,,,,
2026-06-23,facebook,Marjan Boutique BD,https://www.facebook.com/marjanboutiquebd,retail,155K followers,,+8801888166625,,false,"""""""House 47""",Road 27,Sector 07,Uttara,Dhaka,Bangladesh,1230,,,,
Rangpur,Rangpur Division,Bangladesh · Khulna,"""Khulna""""""","""""""Jun 22""","""2026 3:42 PM""""""",10,new,Auto-extracted via extension.,2026-06-26,,,,,,,,,,,
2026-06-23,facebook,Aesthetic All,https://www.facebook.com/profile.php?id=100064119548353,general,59K followers,,+8801833055913,,false,Gazipur,"""""""Jun 20""","""2026 8:16 AM""""""",10,new,Auto-extracted via extension.,2026-06-26,,,,
2026-06-23,facebook,Pendent,https://www.facebook.com/pendent.bd,retail,40K likes,,+8801839552071,,false,"""""""road""",Dhaka,Bangladesh,1217,,,,,,,
"""Dhaka""""""",3d,9,new,Auto-extracted via extension.,2026-06-26,,,,,,,,,,,,,,,
2026-06-23,facebook,Goynar Baksho.BD,https://www.facebook.com/gbaksho,retail,236K followers,,"""""""+8801705196486""","""+8801673913004""""""",,false,"""""""Floor""",Shop no: 29 & 33,Dhanmondi,"""Dhaka""""""",35m,9,new,,,
2026-06-23,facebook,Daily Needs by Rohan,https://www.facebook.com/BDdailyneeds,general,2M followers,dn.sponsor@gmail.com,,,false,Dhaka,1h,9,new,Auto-extracted via extension.,2026-06-26,,,,,
2026-06-23,facebook,Kids and Moms,https://www.facebook.com/kidsandmomsbd,general,66K followers,kidsandmomsbd@gmail.com,+8801755699000,http://www.kidsandmoms.com.bd/,true,Dhaka,"""""""Jun 21""","""2026 4:52 PM""""""",10,new,Auto-extracted via extension.,2026-06-26,,,,
2026-06-23,facebook,Color's Closet,https://www.facebook.com/ColorsCloset.bd,retail,117K followers,colorscloset.bd@gmail.com,"""""""+8801303120531""","""+2001303120531""""""",,false,"""""""Road""",Sirajganj,Sirajganj,Bangladesh,6700,,,,,
Sirajganj,"""Rajshahi""""""",2h,10,new,Auto-extracted via extension.,2026-06-26,,,,,,,,,,,,,,
2026-06-23,facebook,নান্দনিক গৃহকোন - Nandonik Grihokon,https://www.facebook.com/Nandanikgrihokon,general,20K followers,nandonik.grihokon@gmail.com,+8801985548328,,false,Dhaka,2h,10,new,Auto-extracted via extension.,2026-06-26,,,,,
2026-06-23,facebook,Hatch Limited,https://www.facebook.com/hatchlimitedbd,manufacturing,13K followers,info@hatchbd.com,"""""""+8801920207658""","""+8801303358738""""""",http://www.hatchbd.com/,true,"""""""Level-4""",House# 118,Road#6 Mohakhali Dohs,"""Dhaka""""""","""""""May 11""","""2026 1:04 AM""""""",10,,,
2026-06-24,facebook,PetXotic Bangladesh,https://www.facebook.com/petxoticbangladesh,restaurant,20K followers,,+8801752888603,,false,"""""""Road""",Dhaka,Bangladesh,1203,,,,,,,
"""Dhaka""""""","""""""Jun 24""","""2026 11:30 AM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,,,,,,,,,,,
2026-06-24,facebook,WALBA,https://www.facebook.com/Walbabrand,restaurant,13K followers,walbabd@gmail.com,+8801772223399,http://www.walbauk.com/,true,Dhaka,"""""""Jun 24""","""2026 8:36 AM""""""",9,new,Auto-extracted via extension. Manual input — Email: walbabd@gmail.com.,2026-06-27,,,,
2026-06-24,facebook,Anteshwori - অন্ত্যস্বরী,https://www.facebook.com/anteshwori,general,856 followers,anteshwori@gmail.com,+8801684145930,https://tiktok.com/@anteshwori,true,"""""""Floor)""",205/1/A,Begum Rokeya Sarani,Taltala.,Dhaka,Bangladesh,1207,,,,
Dhaka,"""Dhaka""""""","""""""Jun 23""","""2026 3:00 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,,,,,,,,,,
2026-06-24,facebook,Wild Fashion BD,https://www.facebook.com/WildFashionBD,retail,1.2M followers,wildfashionbd01@gmail.com,+8801719582894,,false,Dhaka,2h,10,new,Auto-extracted via extension.,2026-06-27,,,,,
2026-06-24,facebook,Khadija Fashion BD,https://www.facebook.com/khadijafashion.bd24,retail,24K followers,kahdijafashionbd285@gmail.com,+8801770735675,,false,"""""""Road""",Gazipur,Bangladesh,1740,,,,,,,
Rangpur,Rangpur Division,Bangladesh · Khulna,Khulna Division,Bangladesh · Rajshahi,"""Rajshahi""""""","""""""Jun 23""","""2026 11:56 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,,,,,,
2026-06-24,facebook,Olivia's Makeover And Beauty Salon,https://www.facebook.com/@OliviasMakeoverandbeautysalon,beauty,392K followers,oliviasmakeover@gmail.com,+8801940996299,,false,floor opposite of Rs market Sonirakhra Dhaka,1h,10,new,Auto-extracted via extension.,2026-06-27,,,,,
2026-06-24,facebook,Dhaka Fashion Shop,https://www.facebook.com/dhakafashionshop01,retail,119K followers,,+8801518391328,http://www.dhakafashionshop.com/,true,"""""""Road""","""Kamrangirchar Dhaka""""""",1h,8,new,Auto-extracted via extension.,2026-06-27,,,,
2026-06-24,facebook,Leaf Lounge,https://www.facebook.com/leafloungebd,services,68K followers,leaf.loungebd@gmail.com,"""""""+8801722205250""",+8801325199948,"""+8801722200590""""""",,false,Dhaka,"""""""Jun 23""","""2026 11:00 PM""""""",10,new,Auto-extracted via extension.,,,
2026-06-24,facebook,"""""""Oishe Beauty Salon""","""Dhaka""""""",https://www.facebook.com/Oishe3456,beauty,31K likes,oishebeautysalon@gmail.com,+8801705823243,,false,"""""""Road""",Lalmatia,Mohammadpur,Dhaka,Bangladesh,1204,,,,
Dhaka,"""Dhaka""""""","""""""Jun 23""","""2026 10:28 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,,,,,,,,,,
2026-06-24,facebook,Aquavista,https://www.facebook.com/aquavista.kindred,restaurant,15K followers,info@kindredbd.com,+8801759996099,,false,"""""""Road No- 104""",House No- 02,Gulshan -2 (Near 113 No Road,lake side),"""Dhaka""""""",1w,10,new,,,
2026-06-24,facebook,Top Fashion On,https://www.facebook.com/TopFashionks,retail,17K followers,topfashion8232@gmail.com,"""""""+8801830058232""","""+7501830058232""""""",,false,"""""""floor) Opposite of dhaka college Dhaka""",Bangladesh,,,,,,,,
Clothing (Brand),,,,,,,,,,,,,,,,,,,,
Top Fashion On,,,,,,,,,,,,,,,,,,,,
Details,,,,,,,,,,,,,,,,,,,,
3 Reviews,,,,,,,,,,,,,,,,,,,,
Always open,,,,,,,,,,,,,,,,,,,,
"""Dhaka""""""","""""""Jun 22""","""2026 2:19 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,,,,,,,,,,,
2026-06-24,facebook,Naya Piran Boutique,https://www.facebook.com/nayapiranboutique,retail,48K likes,nayapiranboutique@gmail.com,+8801717058630,,false,Dhaka,"""""""Jun 24""","""2026 4:30 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,
2026-06-24,facebook,BD PRICE,https://www.facebook.com/bdpriceskjoy,general,273K followers,skjoy31121991@gmail.com,+8801913816191,,false,Dhaka,20m,9,new,Auto-extracted via extension.,2026-06-27,,,,,
2026-06-24,facebook,Safa Gift Shop,https://www.facebook.com/safasgiftshop,retail,70K followers,safagiftshop@gmail.com,"""""""+8801722952419""","""+8801701649318""""""",,false,Dhaka,5h,10,new,Auto-extracted via extension.,2026-06-27,,,,
2026-06-24,facebook,Dhaka Gift Shop,https://www.facebook.com/Dhakagiftshop,retail,19K followers,,+8801835715911,,false,Dhaka,"""""""Jun 8""","""2026 1:34 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,
2026-06-24,facebook,Pearl Kingdom,https://www.facebook.com/pearlkingdombd,retail,266K followers,,"""""""+8801712560799""","""+8801674199177""""""",,false,"""""""floor""",Gulshan Pink city,"""Dhaka""""""",5h,9,new,Auto-extracted via extension.,,,
2026-06-24,facebook,Royal Malabar Jewellers,https://www.facebook.com/royalmalabarbd,retail,422K followers,royalmalabarjewellersbdltd@gmail.com,"""""""+8801707010835""",+8801312009200,"""+8801711776994""""""",https://royal-malabar-jewellers-bd-ltd.business.site/,true,"""""""Level 2""",Khan Tower,Sonargaon Janapath,Sector 11,Uttara,Dhaka- 1230,,,
Dhaka,"""Dhaka""""""",3d,9,new,Auto-extracted via extension.,2026-06-27,,,,,,,,,,,,,,
